"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000360,CGBT 4x400A,,,,,,728 €,"79,65 €","10,94%","807,65 €","1,40",1.131 USD,1.357 USD,"1.696,07 USD",,UNIDAD,3,,,1,4.071 USD,FRA.13.048.13,2.737 €,5.763 €,520 €,"0,383",m3,"0,883%","1,150",3,"43,410","207,79 €"
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000361,CMP IP,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,2,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000332,Empalme unipolar 24kV 120mm2 Al,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,6,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000368,Portafusible 10x38 32A IP,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,18,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000376,Fichas conexión 10A,,,,,,0 €,,,"0,14 €","1,40",0 USD,0 USD,"0,29 USD",,UNIDAD,13,,,1,3 USD,FRA.11.059.11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000370,Taco nylon D8,,,,,,0 €,,,"0,02 €","1,40",0 USD,0 USD,"0,05 USD",,UNIDAD,30,,,1,1 USD,FRA.11.059.11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000371,Tuerca M6,,,,,,0 €,,,"0,07 €","1,40",0 USD,0 USD,"0,14 USD",,UNIDAD,100,,,1,12 USD,FRA.11.059.11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000372,Borna conexión IP,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,8,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000373,Caja conexión punto de luz IP completa,,,,,"12,90 €",16 €,,,"18,48 €","1,40",26 USD,31 USD,"38,80 USD",,UNIDAD,16,,,1,497 USD,PEDIDO 113_14,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000377,Fichas conexión 16A,,,,,,0 €,,,"0,19 €","1,40",0 USD,0 USD,"0,41 USD",,UNIDAD,7,,,1,2 USD,FRA.11.059.11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000337,Fusible NH0 160A,,,,,,4 €,,,"4,19 €","1,40",6 USD,7 USD,"8,81 USD",,UNIDAD,27,,,1,190 USD,FRA. 13.022.13,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,A,0000000378,Rollo teflon 12mm 12m,,,,"0,80 €","0,40 €","0,50 €",,,"0,57 €","1,40","0,80 USD","0,96 USD","1,20 USD",,UNIDAD,4,,,1,"3,85 USD",Tarifa SALTOKI,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000336,Fusible NH2 160A,,,,,,3 €,,,"3,04 €","1,40",4 USD,5 USD,"6,38 USD",,UNIDAD,129,,,1,658 USD,FRA. 10.046.10,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000326,Fusible XS 24kV 8kA,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,172,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000382,Grapa metalica malico A200,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,30,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000383,Taco metalico D16 con tornillo,,,,,,1 €,,,"1,07 €","1,40",1 USD,2 USD,"2,24 USD",,UNIDAD,4,,,1,7 USD,FRA.11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,A,0000000346,Grapa cable-cable tierra,,,,,,2 €,,,"1,72 €","1,40",2 USD,3 USD,"3,61 USD",,UNIDAD,9,,,1,26 USD,FRA. 11.015.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,A,0000000369,Grapa pica-cable tierra,,,,,,6 €,,,"6,46 €","1,40",9 USD,11 USD,"13,57 USD",,UNIDAD,4,,,1,43 USD,FRA.13.047.13,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000395,Junta negra D35,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,20,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000397,Pieza metalica tesmer,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,3,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000398,Cembre MK20C,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,8,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000399,Cembre MK25C,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,7,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000400,Cembre MK32L-C,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,5,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000390,Lampara halogena 50W,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,5,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000330,Luminaria IP65 Na E40 1x400W,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000393,Manguito tubo PVC M16,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,8,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000392,Manguito tubo PVC M20,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,8,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000329,"Motor 3F 0,55kW",,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,10,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000322,Pantalla fluorescente 1x36W IP65,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000325,Pararayos 24kV,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,185,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000362,PIA 2P C25,,,,,"58,81 €","73,51 €",,,"84,24 €","1,40",118 USD,142 USD,"176,90 USD",,UNIDAD,1,,,1,142 USD,PEDIDO 098_14,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000327,Portafusible NH0 160A,,,,,,4 €,,,"4,87 €","1,40",7 USD,8 USD,"10,23 USD",,UNIDAD,24,,,1,196 USD,FRA. 13.022.13,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000344,"Prensaestopa M16x1,5",,,,,,0 €,,,"0,55 €","1,40",1 USD,1 USD,"1,16 USD",,UNIDAD,50,,,1,46 USD,FRA. 11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000338,"Prensaestopa M20x1,5",,,,,,1 €,,,"0,69 €","1,40",1 USD,1 USD,"1,44 USD",,UNIDAD,200,,,1,231 USD,FRA. 11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000339,"Prensaestopa M25x1,5",,,,,,1 €,,,"0,80 €","1,40",1 USD,1 USD,"1,68 USD",,UNIDAD,350,,,1,472 USD,FRA. 11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,A,0000000363,Protector sobretesiones  CS1-100,,,,,,83 €,,,"95,50 €","1,40",134 USD,160 USD,"200,55 USD",,UNIDAD,2,,,1,321 USD,FRA. 11.015.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,A,0000000333,Punta pararayos nimbus,,,,,,497 €,,,"569,22 €","1,40",797 USD,956 USD,"1.195,36 USD",,UNIDAD,2,,,1,1.913 USD,FRA. 13.037.13,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000396,Reactancia AC1  4/23 SC,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,18,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000341,Reduccion prensaestopa M25/20,,,,,,0 €,,,"0,23 €","1,40",0 USD,0 USD,"0,48 USD",,UNIDAD,350,,,1,135 USD,PRECIO APROXIMADO NO ESTRATEGICO,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000348,Temporizador LADS2,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,3,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000324,Tubo fluorescente 18W,,,,,,2 €,,,"2,29 €","1,40",3 USD,4 USD,"4,81 USD",,UNIDAD,6,,,1,23 USD,PRECIO APROXIMADO NO ESTRATEGICO,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000323,Tubo fluorescente 58W,,,,,,3 €,,,"2,86 €","1,40",4 USD,5 USD,"6,02 USD",,UNIDAD,9,,,1,43 USD,FRA. 12.045.12,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000345,Tuerca prensaestopa M16,,,,,,0 €,,,"0,23 €","1,40",0 USD,0 USD,"0,48 USD",,UNIDAD,50,,,1,19 USD,PRECIO APROXIMADO NO ESTRATEGICO,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000340,Tuerca prensaestopa M20,,,,,,0 €,,,"0,23 €","1,40",0 USD,0 USD,"0,48 USD",,UNIDAD,400,,,1,154 USD,PRECIO APROXIMADO NO ESTRATEGICO,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000343,Tuerca prensaestopa M25,,,,,,0 €,,,"0,23 €","1,40",0 USD,0 USD,"0,48 USD",,UNIDAD,400,,,1,154 USD,PRECIO APROXIMADO NO ESTRATEGICO,,,,,m3,,,,,
42,NOWU  - 550106 - 8    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000405,Celda M 24kV,,,,,,4.975 €,499 €,"10,02%",5.474 €,"1,40",7.663 USD,9.196 USD,11.495 USD,,UNIDAD,1,,,1,9.196 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"2,400",m3,"5,529%","2,400",1,"43,410","207,79 €"
42,NOWU  - 550106 - 8    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000411,Celda modular,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,CELDA DETERIORADA,,,,,m3,,,,,
43,TPLU - 400521 - 6     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000025,Trafo 250 kVA 30kV,,,,,"4.345,00 €",5.431 €,,,6.224 €,"1,40",8.713 USD,10.456 USD,13.070 USD,,UNIDAD,2,,,1,20.911 USD,TARIFA TESAR 2013,,,,,m3,,,,,
43,TPLU - 400521 - 6     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000027,Trafo 250 kVA 15kV,,,,,"3.900,00 €",4.875 €,,,5.586 €,"1,40",7.821 USD,9.385 USD,11.731 USD,,UNIDAD,2,,,1,18.770 USD,TARIFA TESAR 2013,,,,,m3,,,,,
43,TPLU - 400521 - 6     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000028,Trafo 160 kVA 30kV,,,,,"3.355,00 €",4.194 €,,,4.806 €,"1,40",6.728 USD,8.073 USD,10.092 USD,,UNIDAD,6,,,1,48.440 USD,TARIFA TESAR 2013,,,,,m3,,,,,
43,TPLU - 400521 - 6     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000036,Trafo 100 kVA 15kV,,,,,"2.450,00 €",3.063 €,,,3.509 €,"1,40",4.913 USD,5.896 USD,7.369 USD,,UNIDAD,1,,,1,5.896 USD,TARIFA TESAR 2013,,,,,m3,,,,,
43,TPLU - 400521 - 6     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000037,Trafo 100 kVA 30kV,,,,,"2.700,00 €",3.375 €,,,3.867 €,"1,40",5.414 USD,6.497 USD,8.121 USD,,UNIDAD,5,,,1,32.486 USD,TARIFA TESAR 2013,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000431,Aislador ARVI 32,,,,,,,,,"0,00 €","1,40","0,00 USD","0,00 USD","0,00 USD",,UNIDAD,32,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000433,Aislador polimerico con HB11 36kV,,,,,,,,,"0,00 €","1,40","0,00 USD","0,00 USD","0,00 USD",,UNIDAD,3,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000430,Aislador rigido polimerico 36kV 400mm,,,,,,46 €,,,"52,42 €","1,40","73,39 USD","88,07 USD","110,09 USD",,UNIDAD,163,,,1,14.356 USD,FRA. 12.037.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000432,Aislador rigido polimerico A-09 36kV,,,,,,47 €,,,"54,14 €","1,40","75,80 USD","90,96 USD","113,70 USD",,UNIDAD,6,,,1,546 USD,FRA. 10.053.10,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000423,Aislador vidrio U40,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,800,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000429,Aislador vidrio U70,,,,,,12 €,,,"13,82 €","1,40","19,35 USD","23,22 USD","29,02 USD",,UNIDAD,120,,,1,2.786 USD,FRA. 11.025.11,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,C,0000000468,Anclaje recto para mastil pararayos,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,18,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000442,Brida sujeccion negra,,,,,,,,,"0,00 €","1,40","0,00 USD","0,00 USD","0,00 USD",,UNIDAD,30,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000451,Grapa cable-cable LA-56,,,,,,"3,38 €",,,"3,87 €","1,40","5,42 USD","6,51 USD","8,13 USD",,UNIDAD,20,,,1,130 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,C,0000000346,Grapa cable-cable tierra,,,,,,2 €,,,"1,72 €","1,40",2 USD,3 USD,"3,61 USD",,UNIDAD,78,,,1,225 USD,FRA. 11.015.11,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000436,Grapa de suspensión GS-1 D5-12,,,,,,"3,58 €",,,"4,10 €","1,40","5,74 USD","6,89 USD","8,61 USD",,UNIDAD,800,,,1,5.513 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000435,Grapa de suspensión GS-2 D12-17,,,,,,"5,47 €",,,"6,27 €","1,40","8,78 USD","10,53 USD","13,16 USD",,UNIDAD,150,,,1,1.580 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000437,Grapa o pinza de amarre GA-2 D10-16,,,,,,"7,15 €",,,"8,19 €","1,40","11,47 USD","13,76 USD","17,21 USD",,UNIDAD,110,,,1,1.514 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,INST TIERRA,C,0000000462,Grapa pared cable de tierra,,,,,,0 €,,,"0,26 €","1,40",0 USD,0 USD,"0,55 USD",,UNIDAD,200,,,1,89 USD,FRA. 13.037.13,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000441,Grapa suspension negra,,,,,,,,,"0,00 €","1,40","0,00 USD","0,00 USD","0,00 USD",,UNIDAD,253,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000313,Arandela plastico arqueta IP,,,,,,0 €,,,"0,03 €","1,40",0 USD,0 USD,"0,07 USD",,UNIDAD,300,,,1,17 USD,FRA.12.045.12,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000427,Horquilla de bola HB11,,,,,,"2,26 €",,,"2,59 €","1,40","3,63 USD","4,35 USD","5,44 USD",,UNIDAD,200,,,1,870 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000428,Horquilla de bola HB16,,,,,,"4,55 €",,,"5,21 €","1,40","7,30 USD","8,76 USD","10,95 USD",,UNIDAD,50,,,1,438 USD,FRA. 12.040.12,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,C,0000000475,Juego conos caja derivacion,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,50,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000469,Juego de anclaje completo,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,85,,,1,0 USD,,,,,,,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000467,Manguito empalme compresion RJ1A 50,,,,,,2 €,,,"1,83 €","1,40",3 USD,3 USD,"3,85 USD",,UNIDAD,50,,,1,154 USD,FRA. 12.040.12,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000466,Manguito empalme compresion RJ1A 70,,,,,,2 €,,,"1,95 €","1,40",3 USD,3 USD,"4,09 USD",,UNIDAD,10,,,1,33 USD,FRA. 12.040.12,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000464,Manguito empalme compresion RJ1A 95,,,,,,2 €,,,"2,06 €","1,40",3 USD,3 USD,"4,33 USD",,UNIDAD,50,,,1,173 USD,FRA. 12.040.12,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,C,0000000465,Manguito empalme compresion RJ2A 150  LA110,,,,,,2 €,,,"2,23 €","1,40",3 USD,4 USD,"4,69 USD",,UNIDAD,20,,,1,75 USD,FRA. 12.040.12,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000446,Manguito empalme retractil D25,,,,,,2 €,,,"2,52 €","1,40","3,53 USD","4,24 USD","5,29 USD",,UNIDAD,52,,,1,220 USD,FRA. 11.015.11,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000445,Manguito empalme retractil D50,,,,,,2 €,,,"2,75 €","1,40","3,85 USD","4,62 USD","5,78 USD",,UNIDAD,47,,,1,217 USD,FRA. 11.015.11,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000443,Manguito empalme retractil D54,,,,,,3 €,,,"2,86 €","1,40","4,01 USD","4,81 USD","6,02 USD",,UNIDAD,140,,,1,674 USD,FRA. 11.015.11,,,,,m3,,,,,
44,NKLU - 512365 - 2     (Cor: Cinza ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000444,Manguito empalme retractil D95,,,,,,3 €,,,"3,01 €","1,40","4,22 USD","5,06 USD","6,33 USD",,UNIDAD,57,,,1,289 USD,FRA. 11.015.11,,,,,m3,,,,,
